context,first_c,second_c
上着火 消防共听 具体东西不明,灭火,(单位)
牛棚内拖拉机着火。,灭火,(单位)
看到上址着火，楼上是居民楼，有爆炸声音，共六层，里面没人，可能是广告牌着火，消防共同接听 ,灭火,(单位)
（消防共同接通）厨房着火，上址在冒烟。同001793于09：32已处，装修材质类似海绵，旁边系职工宿舍。（内线：22667）,灭火,(单位)
木屑着火烧到房屋,灭火,(单位)
报警人称上址着火，具体不明，（已经通知120，如不需要救护车，请致电120或110）请民警到场处理。（消防共同接听）,灭火,(单位)
超市（共三层）内底层着火，请民警到场处理。（座机：２２６５３）,灭火,(单位)
鞋厂的仓库着火，火大 ，仓库内堆放鞋子，请民警到场处理。 过路人报,灭火,(单位)
上址电源着火，有明火，称里面有人住，请民警到场处理.消防共同接听(已通知卫生局，如民警到场后确认无需救护车，请自行致电120或110)(已通知卫生局，如民警到场后确认无需救护车，请自行致电120或110),灭火,(单位)
车间内油缸着火。无人在。请民警到场处理。,灭火,(单位)
2楼空调自燃，冒烟，人无事，共三层楼，请民警到场处理。,灭火,(单位)
上址车间着火，有几十个平方，连着大车间，里面有机器和家具，请民警到场注意自身安全。（消防已通知）,灭火,(单位)
来电称上址着火，具体不明，请民警到场处理。(已通知120到场，如不需要救护车，请民警电告120或110)消防共同接听 ,灭火,(单位)
上址着火，具体不明，请民警到场处理 消防共同接听 （已通知120，如果民警到场确认无需救护，请联系120或者110）,灭火,(单位)
楼顶沙发着火，无人伤，请民警到场处理。,灭火,(单位)
厨房内排风着火，人已出来 ，冒黑烟，请民警到场处理。消防共同接听 （25117）,灭火,(单位)
上址建材着火（有明火），内有人在灭火，通话中，火灭了 请民警到场处理。,灭火,(单位)
沙发场着火，冒黑烟，有明火，车间，仓库着火，总共2层，，请民警到场处理。人无事，（消防共同接听）,灭火,(单位)
上址着火，具体情况不明，（已通知120，如民警到场确认不需急救车，请致电120或110）请民警到场处理。,灭火,(单位)
仓库着火（放置物品不明），面积几千平米左右,灭火,(单位)
上址发生火灾 内无人 已通知消防 ,灭火,(单位)
称纸盒着火 请民警到场处理。已通知消防,灭火,(单位)
称上址之前失火，现火灭，现场留有蓝色烟雾，有刺鼻味道，怀疑是有害气体，人无事，请民警到场处理。,灭火,(单位)
楼上泡沫箱着火，人无事，请民警到场处理.消防共同接听，,灭火,(单位)
广告牌着火 （请携带必要的防护装备，并请注意自身安全。）,灭火,(单位)
半个车间着火，现浓烟，机器油管破裂导致，乳液灌（可存放几吨）着火，请民警到场处理。消防三方 ,灭火,(单位)
着火，没有人员被困，通话中，报警人称火已灭，请注意自身安全，请民警到场处理。,灭火,(单位)
堆放的垃圾着火，请民警到场处理。 与消防共同接听,灭火,(单位)
系一共2层楼，二楼处着火，明火。 同001742 12：16 （消防共同接听） ,灭火,(单位)
上址冒烟，已通知消防，请民警到场处理。,灭火,(单位)
厂房内烧东西，冒白烟，其余不详，请民警到场处理。已通知消防,灭火,(单位)
（消防共同接听） 隔壁单位人员报警：冒烟（黑烟 烟大）  具体火源不明  里面无人   请民警到场处理。 ,灭火,(单位)
"上址机床着火,无人员受伤,请民警到场处理。",灭火,(单位)
工业用的灌装液化气着火 称马上要爆炸了 内无人，消防共同接听 请民警到场处理。,灭火,(单位)
厂房仓库着火，放置塑料，内无人，请到场处理。（消防同听）,灭火,(单位)
厂楼顶配电房着火，火大，可能爆炸，无人，消防共听。(已通知卫生局，如民警到场确认不用120，请自行通知120或110)120备勤 已经通知电力公司。,灭火,(单位)
路人报：上址顶楼着火，情况不明(已通知120到场，如不需要救护车，请民警电告120或110)请民警到场处理,灭火,(单位)
称上址房子里冒浓烟，请民警到场处理。（消防共同接听）,灭火,(单位)
上址着火，具体不清。（已通知120，如民警到场无需救护车，请至电110或120）请民警到场处理。,灭火,(单位)
生产电缆线的厂内生产线的机器着火，人无事，消防共同接听,灭火,(单位)
家具着火，人无事。已通知消防、120备勤。,灭火,(单位)
单位车间内着火，人无事,灭火,(单位)
报警人自己的助动车自燃。（消防共同接听）,灭火,(单位)
反映上址传出租车较浓的白色烟雾，具体不明，请民警到场处理。,灭火,(单位)
报警人称上址爆炸，引发大火，人员情况不明，（已经通知120，如不需要救护车，请致电120或110）请民警到场处理。（消防共同接听）,灭火,(单位)
上址阳台着火 有明火 人员无事 请民警到场处理。消防共同接听,灭火,(单位)
看到上址商务楼第五层左右空调排风着火，火大，无人伤，请民警到场处理。消防共同接听,灭火,(单位)
上址着火，看到黑烟，里面没人，请民警到场处理。 消防共听 ,灭火,(单位)
上址车间着火（一共1层），车间内存放的泡沫，请民警到场处理并注意自身安全。,灭火,(单位)
屋内有人，屋内着火，请民警到场处理。消防共同接听。,灭火,(单位)
上址冒烟，门锁着，可能无人 消防共同接听（２２６４０）,灭火,(单位)
上址厂房内（1层，几百平方米）院子着火，旁边废弃房子（共3层）有冒烟情况，疑似线路短路，里面无人，门关着，请民警到场处理。,灭火,(单位)
厂区内着火。 称烟很大。有明火。,灭火,(单位)
报警人住附近，看见上址着火，大约7-8平方，未看见有人，请民警到场处理。,灭火,(单位)
体育馆内1灯着火，冒烟，请民警、消防到场处理。消防共听,灭火,(单位)
报警人称上址一直冒黑烟，无明火，具体不明（消防共同接听）,灭火,(单位)
看见冒灰烟。 与消防共同接听。 ,灭火,(单位)
称车间里着火  里面无人，请民警到场处理 消防共同接听,灭火,(单位)
上址工地内保温棉着火 人无事  4层楼 底楼着火 有明火 请民警到场处理。消防共同接听 ,灭火,(单位)
修电动车的仓库房屋内电线着火，共1层楼，3辆电瓶车着火暂时还没烧到房屋，屋内有2人，请民警到场处理。(22633),灭火,(单位)
看到上址冒烟，具体不明（消防共同接听）请民警到场处理。（已通知120，如民警到场不需要救护车，请致电120或110）,灭火,(单位)
上址有明火，烟较大，有化学品刺鼻味道（内线：22678）,灭火,(单位)
报警人看见上址冒黑烟。不知道在焚烧什么东西 请民警到场处理。,灭火,(单位)
厂内着火，具体不详，请民警到场处理。22652  （已经通知120，如不需要救护车，请致电120或110）,灭火,(单位)
称上址电线着火，噼里啪啦在响，已通知消防和电力，请民警到场处理。,灭火,(单位)
上址着火，人已下来，无人伤，请民警到场处理。消防共同接听,灭火,(单位)
厂区内一幢楼房着火，冒烟，请民警到场处理。消防共听,灭火,(单位)
称上址起火，请民警到场处理。,灭火,(单位)
上址电表箱着火，人无事，请民警到场处理。消防共同接听,灭火,(单位)
隔壁厂:上址着火冒烟,灭火,(单位)
上址配电房着火，人无事，请民警到场处理。请民警到场处理。已通知电力，报警人在门口等,灭火,(单位)
车间着火，具体不详。人已经出来,灭火,(单位)
车间内着火，请民警到场处理。1人伤，请民警到场处理。(已通知卫生局，如民警到场确认不用120，请自行通知120或110),灭火,(单位)
上址着火，内存放食品，无人伤（消防共同接听）,灭火,(单位)
上址着火，具体情况不明，请民警到场处理。,灭火,(单位)
工地着火 冒黑烟,灭火,(单位)
"旁人报:上址冒黑烟,消防共同接听 在路口等",灭火,(单位)
（消防共同接听）底楼着火,灭火,(单位)
上址单位着火，人无事，（消防共同接听）,灭火,(单位)
报警人称楼内有烟味，煤气味，没有看到明火，现在报警人有十几人被困在7楼下不去，具体情况不明(已通知120，若民警到场无需120，请电告110或120.)请民警到场注意自身安全。已通知消防,灭火,(单位)
报警设备：1-20-12(A-1-20-12),灭火,(单位)
冒烟着火，人员不明，已通知消防，请民警到场处理。,灭火,(单位)
报警人看到上址冒烟，请民警到场处理。内线：（22656）,灭火,(单位)
电表的电阀着火，请民警到场处理。,灭火,(单位)
包子店着火 有明火  2个厨师脸烧伤  1楼着火共2层  消防共听,灭火,(单位)
上址食堂（一层）液化气着火，请民警到场处理。,灭火,(单位)
路人报警 1层楼的铁皮房楼房着火 冒黑烟有明火 其余不明 请民警到场处理。已通知消防,灭火,(单位)
学校化学实验室内，做实验时爆炸起火，有明火。实验室内有乙醇等化学实验试剂。试剂无毒性。实验室共5层，2人伤需要救护，1人伤在脸部，请民警到场处理。（已通知卫生局，若民警到场确认不需急救车，请致电120或110）已通知文保及消防，请徐汇先期到场,灭火,(单位)
上址冒烟，无明火 ，请民警到场处理。(内线电话：25240),灭火,(单位)
车间着火，里面有油，人没有受伤，请民警到场处理。消防同时接听。,灭火,(单位)
五金厂内车间着火，人无事，已出来，请民警到场处理。消防共同接听,灭火,(单位)
30层的商住两用房从门缝隙冒黑烟敲门无人应 已通知120，若民警到场无需120，请电告110或120.请民警到场处理。,灭火,(单位)
电线着火，请民警到场处理。[已通知消防],灭火,(单位)
室外 着火 请民警到场处理。22652  请民警带好必要的防护设备，并且注意自身安全。,灭火,(单位)
看到4－5层楼高的厂房的顶楼着火，具体不明，请民警到场处理。消防共同接听,灭火,(单位)
上址冒烟，是一层的平房，请民警到场处理。（内线：22678）消防共同接听 ,灭火,(单位)
宿舍着火，共5层，无人伤，请民警到场处理。（消防共同接听）,灭火,(单位)
上址着火冒黑烟 总共三层内无人 请民警、消防到场处理。消防共同接听,灭火,(单位)
办公室冒烟，无人伤，请民警到场处理。,灭火,(单位)
地面高压线着火，大楼总高约5、6层，未听见人员呼救。,灭火,(单位)
报警人称上址冒烟。无明火 请民警到场处理。,灭火,(单位)
报警人称上址着火，有烟，自动中断。其余不明，请民警到场处理。消防共同接听,灭火,(单位)
厂房着火 消防共同接听,灭火,(单位)
上址着火，内无人，请民警到场处理。（已通知消防）,灭火,(单位)
路人：看到冒很大烟 没看到明火 请民警到场处理。（消防共同接听）,灭火,(单位)
厂着火，人出来了，1层的仓房，里面放了木板，请民警到场处理。,灭火,(单位)
厂房车间机器着火,灭火,(单位)
（消防共同接听）报警人称上址厨房间着火，还在营业，内还有人（已通知120，如民警到场确认无需急救车，请致电120或110）（请携带必要的个人防护装备，并注意自身安全.）,灭火,(单位)
着火，还有爆炸声，已关门，请民警到场处理。消防共同接听,灭火,(单位)
着火 （消防共同接听）（22558）,灭火,(单位)
轨交总队指挥中心报：站内有很大烟雾，具体不详，请民警到场处理。已通知120，如民警到场确认无需急救车，请致电120或110。（内线：22681）,灭火,(单位)
看到小区内居民房冒烟,灭火,(单位)
上址店内着火，人已出来，自动中断，请民警到场处理。,灭火,(单位)
称化工厂边上厂房冒黑烟，报警人在朱泾镇 长浜村 一组看到，具体情况不明，已通知卫生局，若民警到场确认不需急救车，请致电120或110，请民警到场处理。,灭火,(单位)
路人报：上址冒白烟，其余不明，请民警到场处理。,灭火,(单位)
上址平房着火，人员不明，（已通知120，如民警到场确认不需急救车，请致电120或110）（消防共同接听）原地址：富锦路425弄1号 工地上 近潘泾路，905号13：57已处，现变更地址，请民警到场处理。,灭火,(单位)
上址饭店冒黑烟，大门紧闭内无人，称里面可能有天然气罐等危险品，请民警到场处理。,灭火,(单位)
油漆烘干箱着火 （消防共同接听）,灭火,(单位)
工厂1楼厂房着火 无人伤，请民警到场处理。已通知消防,灭火,(单位)
称上址在烧化工原料，冒黑烟，味道难闻，请民警到场处理。,灭火,(单位)
上址草堆着火，现场无人伤，请民警到场处理。（消防共同接听）,灭火,(单位)
上址冒黑烟，厂房共3层，具体不明，请民警到场处理。（消防共同接听）（已通知120，如果民警到场确认无需救护，请联系120或者110）,灭火,(单位)
上址电线冒火，有明火，内尚未开，内无人 （消防共同接听）,灭火,(单位)
3000平方五金制品2层的车间内，胶水着火，黑烟，请民警到场处理。,灭火,(单位)
涂料厂里原料着火  无伤 （消防共同接听）,灭火,(单位)
上址饭店着火，有火星，有眼，饭店营业，具体不明，楼上系居民房，请民警到场处理。(已通知120，如民警到场无需救护车，请至电110或120）,灭火,(单位)
单位着火，冒烟，无人被困，无人伤 消防共同接听,灭火,(单位)
冒烟（先冒蓝烟后变成白烟）  人员情况不明   请民警到场处理。 （消防共同接听） （已通知120，如民警到场确认无需急救车，请自行致电120或110）,灭火,(单位)
单位车间着火，人撤出，无伤，请民警到场处理。（消防共同接听）,灭火,(单位)
上址房屋冒白色的烟，请民警到场处理。（消防共同接听 ）,灭火,(单位)
（消防共同接听）上址1个厂房3-4层楼，2楼空调外机在着火，有1个人在拿灭火器灭火，请民警到场处理。,灭火,(单位)
报警人看到上址有浓烟，隧道配件厂房2000多平，人员情况不清，请民警到场处理。 ,灭火,(单位)
楼上冒烟，可能系着火，具体情况不明。,灭火,(单位)
（消防共同接听）上址大东食品厂电线短路着火，请民警到场处理。（内线：22677）,灭火,(单位)
一个机器着火，冒烟 ，无人伤，请民警到场处理。消防共同接听 (内线：22507),灭火,(单位)
"厂房着火,一共3层,冒黑烟,3楼有明火,请民警到场处理。",灭火,(单位)
巡逻队员报，看到上址着火,灭火,(单位)
着火，具体不明，电话中断，请民警到场处理。,灭火,(单位)
大厅内天花板着火，人都出来了，请民警到场处理。（消防共同接听）,灭火,(单位)
隔壁邻居报：上址羊毛衫厂1楼车间着火，火势蛮大，面积不大，共2层，内有机器和棉纱，2人都已经出来，请民警到场处理。（消防共听）（已通知１２０，如民警到场确认无需急救车，请自行致电１２０或１１０。） ,灭火,(单位)
私人小厂（加工不锈钢）着火，内无人，请民警到场处理。,灭火,(单位)
工棚上可能电线着火，人无事，请民警到场处理。 ,灭火,(单位)
单位负责人报警:一楼炼橡胶车间冒烟，一共2层楼。人都出来了。已经通知消防,灭火,(单位)
报警人称仓库着火，里面放柴火，人伤不明，请民警到场处理。（22666）（已通知120，如民警到场确认不需急救车，请致电120或110）消防共同接听,灭火,(单位)
上述地址工厂车间内电箱着火，人已出来。,灭火,(单位)
室外 电箱着火，未烧到其他东西，无人伤，请民警到场处理。消防同听，通知电力,灭火,(单位)
异地报，20-30分钟之前，有人在汽配城微信群内发视频，店内汽车零件着火，无人被困，无人伤 ,灭火,(单位)
着火，人无事 ,灭火,(单位)
冒烟了 疑似着火 请民警到场处理。(消防共同接听),灭火,(单位)
过路人报警：称看到上址着火，具体情况不详，称看到有人在自救，请民警到场处理。,灭火,(单位)
民警巡逻时发现，上址着火，需消防。,灭火,(单位)
厨房总开关着火，人已出来，请民警到场处理。请民警注意自身安全。,灭火,(单位)
修理厂着火，面积有200-300平方米，无人伤，请民警到场处理。(22633),灭火,(单位)
着火，具体不详，电话中断，联系不上。,灭火,(单位)
称上址有着火情况，具体门牌不清，请民警到场处理。 ,灭火,(单位)
奉贤肉联食品厂 车间内 2楼配电房内电源起火，有味道，人无伤，请民警到场处理。（请民警携带必要个人防护装备到场处理，并注意自身安全。）,灭火,(单位)
汽车喷漆 烤漆房机器设备的柜子内着火 人都出来了 有明火 有很大的烟 (消防共同监听) 请民警到场处理 ,灭火,(单位)
（消防共同接听） 一房间内的纸箱 着火 人无事  请民警到场处理。,灭火,(单位)
做交通设施的厂房电缆着火，具体不明，请民警到场处理。（已通知120，如民警到场确认不需急救车，请致电120或110）消防共同接听,灭火,(单位)
房子冒烟，有橡胶烧糊的味道，有浓烟，消防共同接听，请民警到场处理。（内线：22673）,灭火,(单位)
上址有木板有明火，火势不大，烟头点燃的，已经通知消防,灭火,(单位)
上址着火，没人，请民警到场处理。,灭火,(单位)
1层抛光车间屋顶（木质结构）着火，车间内有不锈钢产品，请民警到场处理。（消防共同接听）,灭火,(单位)
上址台子着火，无人，废气的影院，消防共同接听，请民警到场处理。,灭火,(单位)
上址着火，里面无人，周围都是居民房，请民警到场处理。消防同时接听。,灭火,(单位)
戏剧学院老师报，称上址有几米长火花在窜，消防共同接听，请民警到场处理。,灭火,(单位)
来电称有人打架并着火情况  自动中断  （已通知120，如民警到场不需要，请致电120或110）,灭火,(单位)
上址厂内起火，称里面有电箱、杂物，人都出来了，请民警到场处理。（消防共同接听）,灭火,(单位)
称上址有黑烟且有火，有可能在烧塑料。且味道难闻。无人在。请民警到场处理。,灭火,(单位)
上址塑料厂着火，人未伤，请民警到场处理。消防共听，已通知120，如民警到场确认无需急救车，请致电120。120备勤,灭火,(单位)
屋顶着火，请民警到场处理。（内线：25124）（消防共同接听）,灭火,(单位)
称着火 询问多次不应答 按手机定位先行处警,灭火,(单位)
工作人员报，上址门外有黑烟进来，具体不清，请民警到场处理。（消防共同接听）,灭火,(单位)
报警人称上址 着火  人都已经出来   请民警到场处理。 ,灭火,(单位)
上址烧东西在冒黑烟（消防共听）,灭火,(单位)
上址冒烟，未看见明火，人已出，请民警到场处理。,灭火,(单位)
上址厨房里炉子着火，有明火，无人伤，请民警到场处理。,灭火,(单位)
上址冒烟，民警在场,灭火,(单位)
自建的房子着火，内无人，消防共同接听,灭火,(单位)
称家具厂着火，做木门，人已出来，请民警注意自身安全。,灭火,(单位)
称3.4楼冒黑烟，称上址无人，请民警到场处理。（消防共同接听）,灭火,(单位)
微波炉插座着火，人无事，请民警到场处理。消防共同接听,灭火,(单位)
称市场内着火，请民警到场处理。,灭火,(单位)
着火，自动中断.，请民警到场处理。(已通知卫生局，如民警到场确认不用120，请自行通知120或110)（内线：22534）,灭火,(单位)
上址电瓶车充电桩着火，暂无受困人员。消防共听。 ,灭火,(单位)
上址化学用品着火，无人伤，现场有人在扑火，请民警到场处理。（消防共同接听）,灭火,(单位)
报警设备：1-4-181(A-1-4-181),灭火,(单位)
看到上址冒黑烟，（消防共同接听）请民警到场处理。,灭火,(单位)
上址冒黑烟着火，其余不明，请民警到场处理。,灭火,(单位)
做手套的厂房着火，内无人，请民警到场处理。（已通知消防）,灭火,(单位)
上址冒黑烟，人出来了 消防共同接听 中断 ,灭火,(单位)
公司内 房间着火，电线短路（消防共同接听）（已通知120，如民警到场不需要，请致电120或110。）,灭火,(单位)
船场内着火，有烟，无人伤，具体不明，请民警到场处理。（消防共同接听）(已通知120，若民警到场无需120，请电告110或120.),灭火,(单位)
排油烟管道着火消防共同接听,灭火,(单位)
报警人称上址着火，人员暂时没事，（消防共同接听 ），内有煤气罐，请民警到场处理。,灭火,(单位)
上址有焦味，暂时无明火，可能无人，具体不详 ，已通知消防，已通知120，若民警到场无需120，请电告110或120.,灭火,(单位)
上址着火，人已经出来，请民警到场处理。内有1-2个液化气瓶。,灭火,(单位)
"报警人称上址着火,其余不清,请民警到场处理。（消防共同接听）",灭火,(单位)
电路冒火星，冒烟，无人，通知消防，电力，请民警到场处理。,灭火,(单位)
上址排油烟管着火 ，人无事，（与消防共听）同642号17：34处警 ,灭火,(单位)
电房冒烟，未看见火  （消防共听） ,灭火,(单位)
上址办公室内的电器着火，内无人，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,灭火,(单位)
A楼702室报：警报器一直响，显示上址有烟雾，大楼一共30多层。请民警到场处理。（已通知120，如民警到场确认不需急救车，请致电120或110）,灭火,(单位)
称上址房子内电路冒烟（白色），请民警到场处理。（消防共同接听）,灭火,(单位)
仓库内着火（仓库一层楼房，内放置建筑材料，面积100-200平方），仓库内无人，请民警到场处理。请民警注意自身安全。,灭火,(单位)
周围人报：  上址仓库着火，里面可能是电池，面积150个平方，人伤不清，请民警到场处理。  （已通知120到场，如不需要救护车，请民警电告120或110）    ,灭火,(单位)
饭店着火,灭火,(单位)
上址火警警报器报警，未发现着火点，请民警到场处理。（已通知消防）,灭火,(单位)
联防队人员到场来电，到了门口，人员出来了。冒浓烟。门关着无法进入，001806号11：24分处警（消防共同接听）。,灭火,(单位)
（消防共同接听）厂房中木材着火，面积很小，只有1层,灭火,(单位)
工地内房子冒烟，底层冒烟，共17层 ，请民警到场处理。,灭火,(单位)
上址着火，冒黑烟，内无人，请民警到场处理,灭火,(单位)
木业车间着火（无油漆，只有木头），人都出来了，请民警到场处理。,灭火,(单位)
发生火灾，人员情况不明。,灭火,(单位)
路人报：称上址一机关大楼着火了，共10层建筑，看到1楼在冒烟，人员情况不明，（已通知120，如果民警到场确认无需救护，请联系120或者110）请民警到场处理。,灭火,(单位)
报警人称上址一机械厂起火，报警人称面积较大，具体情况不明，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,灭火,(单位)
上址木头拦着处的里面着火，内无人，有木屑烧的东西掉落， 请民警到场处理。（已经通知消防）  ,灭火,(单位)
"居民报：上址冒黑烟，具体不明，请民警到场处理。已通知消防（已通知120,如民警到场确认无需急救车，请致电120或110）",灭火,(单位)
车间内着火（做面包），人都出来，请民警到场处理。消防共听，（已通知120，如民警到场确认不需120，请通知120或110。）120备勤,灭火,(单位)
上址空调线路短路着火，请民警到场处理。已通知消防 人无事,灭火,(单位)
超市木板着火 2楼人未全部出来 消防共同接听(已通知120，如民警到场无需120救护，请电告110或120),灭火,(单位)
上址厂区着火，有钢瓶爆炸的声音，消防同听，(请携带必要的个人防护装备，并注意自身安全)(已通知卫生局，如民警到场确认不用120，请自行通知120或110),灭火,(单位)
葡萄园内的仓库（一层，十几平方）着火，内有包装纸箱，有烟，人员情况不明，报警人在路口等（已通知120，如民警到场不需要，请致电120或110）请民警和消防到场处理。,灭火,(单位)
烟花爆竹烟味触动烟感报警系统，卷帘门被放下，灯也被切掉，现人出不去。请民警到场处理。,灭火,(单位)
上址2楼房子内电线着火，人已经出来了，请民警到场处理,灭火,(单位)
上址流水线起火，通话中已称自行灭火，消防称再派一辆车上门查看，请民警到场处理。消防共同接听,灭火,(单位)
上址厂房（2层）屋顶面板着火 人员情况不明 请民警、消防到场处理。消防共同接听 （内线：22689）,灭火,(单位)
上址着火，2楼着火，具体情况不明，请民警到场处理。（已通知120，如民警到场确认不需急救车，请致电120或110）,灭火,(单位)
"（消防共同接听）木材着火,",灭火,(单位)
上址冒黑烟，其他不详，请民警到场处理。（已通知120到场，如民警到场后，确认无需救护车请致电120或者110）,灭火,(单位)
纸板着火。（1-200只纸板箱），人已经出来。 ,灭火,(单位)
报警人称压制车间内设备冒火星，人都不来了，请民警到场处理  (消防共同接听),灭火,(单位)
厂内 水池内油漆着火，请民警到场处理。 称厂内消防到场 自动中断 ,灭火,(单位)
单位仓库着火，人无事，请民警到场处理。消防共同接听。原地址：闵行 沪松公路中春北路口南面200米，001849号18：43分已处。内线：22687,灭火,(单位)
着火，请民警到场处理。(消防共同接听)人伤不明，(已通知120到场，如不需要救护车，请民警电告120或110),灭火,(单位)
乙炔瓶着火，人无事（消防共同接听）请民警到场处理。,灭火,(单位)
上址厂房内模具着火，工作人员在灭火，请民警到场处理。消防共听,灭火,(单位)
报警人戒指卡住，请民警到场处理。,救援,(取戒指)
取戒指，请民警到场处理（已通知消防）,救援,(取戒指)
戒指卡在手指上无法取下，已通知消人员防到场处理,救援,(取戒指)
报警人戴的戒指取不下来，需要帮助，请到场处理（消防同听）,救援,(取戒指)
称戒指取不出  现要求助,救援,(取戒指)
手指上的戒指卡住，无法拿下，请民警到场处理。消防共听,救援,(取戒指)
（消防共同接听） 取戒指，请民警到场处理。,救援,(取戒指)
戒指戴手上取不下来了，请民警到场处理。（消防共同接听） ,救援,(取戒指)
（消防共同接听）戒指卡在手上，要取戒指。请民警到场处理。 ,救援,(取戒指)
取戒指  老人的戒指卡在手上 请民警到场处理。 （消防共同接听）,救援,(取戒指)
称戒指卡在其手指上 需要消防帮助取戒指，请民警到场处理。 (消防共同接听) ,救援,(取戒指)
报警人称其戒指卡在手上 需要消防帮助取下   请民警到场处理。 ,救援,(取戒指)
取戒指 请民警到场处理。消防接听,救援,(取戒指)
需消防帮助取戒指。（消防共同接听）,救援,(取戒指)
1老太太戒指取不下，请民警到场处理。,救援,(取戒指)
异地报警，报警人称其老婆戒指卡住手，取不下来，现场人员： 17774228136,救援,(取戒指)
戒指卡住，请民警到场处理。已通知消防（消防共同接听）,救援,(取戒指)
报警人称母亲瘫痪在床上 手指被戒指卡住 （消防共同接听）请民警到场处理。22652,救援,(取戒指)
戒指卡住，需要消防协助。,救援,(取戒指)
报警人称其戒指戴在手上拿不下来，请民警到场处理。,救援,(取戒指)
1病人戒指拿不下来，需要帮助，消防共同接听,救援,(取戒指)
报警人称戒指卡住手 请民警到场处理。消防共同接听,救援,(取戒指)
报警人称要取下戒指，现报警人在上址。 ,救援,(取戒指)
请帮助取戒指.,救援,(取戒指)
称戒指卡在手上无法取下，请民警到场处理。,救援,(取戒指)
戒指卡在手上取不下来，消防共同接听，请民警到场处理。,救援,(取戒指)
报警人称其老婆戒指卡住，请民警到场处理。（消防共同接听）,救援,(取戒指)
戒指卡在手指上，请民警到场处理。消防共同接听,救援,(取戒指)
称手指被戒指卡住，取戒指，请民警到场处理。 ,救援,(取戒指)
取戒指   已经通知消防 ,救援,(取戒指)
 取戒指，已通知消防,救援,(取戒指)
戒指卡住 求助取戒指 消防共同接听 请民警到场处理,救援,(取戒指)
报警人朋友手受伤求助取镯子（消防共同接听） ,救援,(取戒指)
取戒指 （消防共同接听 ）,救援,(取戒指)
戒指卡在手上取不下，请民警到场处理。（消防共同接听）,救援,(取戒指)
戒指卡在手上，需要帮助，请民警到场处理。（消防共同接听）,救援,(取戒指)
帮助取戒指 （消防共同接听）,救援,(取戒指)
戒指卡在手上，医院处理不了，请民警到场处理。已通知消防,救援,(取戒指)
需取戒指，请民警到场处理。（消防共同接听）,救援,(取戒指)
护士报：取戒指，消防共同接听，请民警到场处理。22652,救援,(取戒指)
戒指无法拿下，（消防共同接听）请民警到场处理。 ,救援,(取戒指)
 报警人的小孩（18岁）戒指戴在手上取不下来   消防共同接听 ,救援,(取戒指)
消防共同接听 取戒指,救援,(取戒指)
报警人需要消防帮助取下戒指  请民警到场处理。 ,救援,(取戒指)
报警人称手上钢戒指拿不下来 请民警到场处理。 （消防共同接听） ,救援,(取戒指)
小孩的手被戒指卡住,救援,(取戒指)
母亲玻璃戒指拿不下来 寻求帮助 请民警到场处理。 ,救援,(取戒指)
取戒指  （消防共同接听） 请民警到场处理。,救援,(取戒指)
报警人妻子要取戒指（左手无名指），请民警到场处理,救援,(取戒指)
一老人取戒指，现手已肿，请民警到场处理。,救援,(取戒指)
手被戒指卡住，医院和金铺都无法处理，请民警到场处理。消防共同接听,救援,(取戒指)
报警人称其母亲手指被戒指困住，请民警到场处理。消防共同接听,救援,(取戒指)
取戒指，请民警到场处理。（消防共同接听 ）,救援,(取戒指)
报警人称母亲需要取戒指，（消防共同接听），请民警到场处理。,救援,(取戒指)
取戒指， ,救援,(取戒指)
需消防帮助取戒指,救援,(取戒指)
戒指卡在手指上，请民警到场处理。,救援,(取戒指)
手肿起来，戒指拿不下来，请民警到场处理。（消防共同接听）,救援,(取戒指)
戒指卡在小孩手上，请民警到场处理。消防共同接听,救援,(取戒指)
戒指取不下来，报警人上址等，请民警到场处理。（消防共同接听）,救援,(取戒指)
手被卡在戒指里，请民警到场处理。,救援,(取戒指)
2个戒指需要取下来  请民警到场处理。 ,救援,(取戒指)
（消防共同接听）手机被戒指卡住，请民警到场处理。,救援,(取戒指)
取戒指，请民警到场处理。（消防共同接听） ,救援,(取戒指)
"一老人戒指卡在手上  现在医院内,请民警到场处理。",救援,(取戒指)
报警人称戒指卡在手指上，需要帮助，请民警和消防到场处理。（消防共听）,救援,(取戒指)
报警人称老婆的手指被卡在戒指里面   请民警到场处理。（消防共同接听）,救援,(取戒指)
报警人称其戒指无法取下，需要帮助，请民警到场处理。（消防共同接听）,救援,(取戒指)
报警人称朋友戒指取不出，现在去医院路上，请民警到场处理。消防共同接听,救援,(取戒指)
手被机器压到， 现在需要消防到场帮忙剪戒指，请民警到场处理。22652    事发在金都路3966号                   ,救援,(取戒指)
手机被卡在戒指内，请民警到场处理。,救援,(取戒指)
戒指拿不下来， (消防共同接听) 请民警到场处理。 ,救援,(取戒指)
取戒指，报警人门口等，请民警到场处理（已通知消防）,救援,(取戒指)
报警人称戒指卡手上取不下来，请民警到场处理（消防共同接听）,救援,(取戒指)
要取戒指，已经通知消防。,救援,(取戒指)
手指被戒指卡住，来电要取戒指，请民警到场处理。（消防共听）,救援,(取戒指)
取戒指，报警人体温正常，请民警到场处理.（消防共同接听） ,救援,(取戒指)
消防共同接听，取戒指，请民警和消防到场处理。,救援,(取戒指)
